更新时间,#genre#
20251120-10-01-25,url


blacklist,#genre#
CCTV1,http://114.254.34.1:8888/rtp/239.3.1.129:8008
CCTV1,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=202511192000289f4459e09d63472bb7630ad981bbc4d8&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20251119200028&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=106.13.250.90&SecurityKey=20251119200028&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=2c000eb8ba2caba7cf092cbb5f789f18&ddCalcu=821cef019088007efb58bbbac22c9a0bfac7
CCTV1,http://106.120.13.134:4022/rtp/225.1.8.33:8002
CCTV1,http://106.120.13.134:4022/rtp/225.1.8.81:8176
CCTV1,http://106.120.13.134:4022/rtp/225.1.8.194:4120
CCTV1,http://106.120.13.134:4022/rtp/225.1.8.210:8068
CCTV1,http://60.174.40.117:85/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344
CCTV1,http://111.14.181.15:9901/tsfile/live/0001_1.m3u8
CCTV1,http://124.228.160.15:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://113.106.171.234:8899/rtp/239.20.0.96:3016
CCTV1,https://migu.188766.xyz/?migutoken=ef76469d562e6b046408838201834c05&id=CCTV1&type=yy
CCTV1,https://migu.188766.xyz/?migutoken=2627ab06b0475ea919169f28bbd31bd1&id=CCTV1&type=yy
CCTV1,https://migu.188766.xyz/?migutoken=8af5cc962c2bea4451ec9f9a762af9fe&id=CCTV1&type=yy
CCTV1,https://migu.188766.xyz/?migutoken=15c344ed9f86c1d34e089507414d6414&id=CCTV1&type=yy
CCTV1,https://migu.188766.xyz/?migutoken=e5853041bb4d028abfbeddf328107aa4&id=CCTV1&type=yy
CCTV1,https://migu.188766.xyz/?migutoken=d7cfc6994a4495d0a3ab5a7deebf6d1c&id=CCTV1&type=yy
CCTV1,https://migu.188766.xyz/?migutoken=236878f0c9613da56b2530845ea8b2b4&id=CCTV1&type=yy
CCTV1,https://migu.188766.xyz/?migutoken=56053b228701c8031b4439dcf43a962b&id=CCTV1&type=yy
CCTV1,https://migu.188766.xyz/?migutoken=3a127dce03357efc8d04d749e59dbca4&id=CCTV1&type=yy
CCTV1,https://migu.188766.xyz/?migutoken=053b2789bd97f2f41b9ada8c1407d8ee&id=CCTV1&type=yy
CCTV1,https://migu.188766.xyz/?migutoken=6179ac442a53449d208915b5d0c29f49&id=CCTV1&type=yy
CCTV1,https://migu.188766.xyz/?migutoken=d45597cbea5bdecc565a9f5280f92e1a&id=CCTV1&type=yy
CCTV1,http://36.46.98.132:8025/rtp/239.112.205.59:5140
CCTV1,http://117.12.151.130:4022/rtp/225.1.1.120:5002
CCTV1,http://1.195.212.136:8822/rtp/239.16.20.1:10010
CCTV1,http://59.173.120.39:4022/rtp/239.254.96.96:8550
CCTV1,http://116.235.57.41:4022/rtp/239.45.3.145:5140
CCTV1,http://218.86.187.111:8188/rtp/238.255.2.91:5999
CCTV1,http://106.116.241.180:9999/rtp/239.254.200.45:8008
CCTV1,http://36.46.98.236:8025/rtp/239.112.205.59:5140
CCTV1,http://218.19.108.185:808/hls/1/index.m3u8
CCTV1,http://106.53.99.30/tv/20250803.php?id=CCTV1
CCTV1,http://106.53.99.30/tv/api.php?id=cctv1
CCTV1,https://iptv.catvod.com/live.php?id=CCTV1
CCTV1,https://migu.188766.xyz/?migutoken=6d7563bc36a4b12895dc54f4f469d5ba&id=CCTV1&type=yy
CCTV1,https://migu.188766.xyz/?migutoken=058116fbb26e8951fe2155c9a751d905&id=CCTV1&type=yy
CCTV1,https://migu.188766.xyz/?migutoken=afe03ce3275e678057fda9f82c11f5e9&id=CCTV1&type=yy
CCTV1,https://migu.188766.xyz/?migutoken=929412c0acc30375924bbd1bce52d142&id=CCTV1&type=yy
CCTV1,http://lt.hxtre.com:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,https://migu.188766.xyz/?migutoken=50b17da85782ad968983c2746a3ecf59&id=CCTV1&type=yy
CCTV1,http://1.195.130.48:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://111.14.181.15:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,https://migu.188766.xyz/?migutoken=e733c6d0f6b1f2dd34890077ed10d7e7&id=CCTV1&type=yy
CCTV1,https://migu.188766.xyz/?migutoken=6d5869efdc2bc8bef3b887e9ebd5bc5d&id=CCTV1&type=yy
CCTV1,http://113.106.171.234:8899/rtp/239.20.0.104:2006
CCTV1,http://59.39.89.130:60901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
