🌐央视频道,#genre#
CCTV1,http://go.bkpcp.top/mg/cctv1
CCTV1,http://221.7.175.154:8445/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://171.118.162.48:9003/hls/1/index.m3u8
CCTV1,https://smart.pendy.dpdns.org/Smart.php?id=cctv1
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV1,http://live.catvod.com/catvod.php?id=cctv1
CCTV1,http://60.174.40.117:85/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://69.165.67.56/yangjuan.php?id=cctv1hd@4000000
CCTV1,http://3501776.xyz:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://www.douzhicloud.site:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://36.105.100.208:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://yemingjkl.x3322.net:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://xiaoya.crccxw.top:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://api.mytv666.top/api/fh6.php?t=央视频道&id=CCTV1
CCTV1,http://58.17.48.228:808/hls/1/index.m3u8
CCTV1,http://110.80.17.38:9999/tsfile/live/0001_1.m3u8
CCTV1,http://113.26.202.52:1299/tsfile/live/0001_1.m3u8
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,https://cc06.tv12.xyz/1.m3u8
CCTV1,http://www.dsk.cc/php/bfgd.php?id=cctv1&m.m3u8
CCTV1,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225812/index.m3u8
CCTV1,http://3501776.xyz:35455/gaoma/cctv1.m3u8
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8
CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8
CCTV1,http://58.19.43.46:9901/tsfile/live/1020_1.m3u8
CCTV1,http://113.57.111.4:1111/tsfile/live/1000_1.m3u8
CCTV1,http://58.221.214.82:9901/tsfile/live/0001_1.m3u8
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8
CCTV1,http://223.241.247.214:9901/tsfile/live/0001_1.m3u8
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8
CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8
CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8
CCTV1,http://120.238.94.10:9901/tsfile/live/1018_1.m3u8
CCTV1,http://123.130.84.106:8154/tsfile/live/0001_1.m3u8
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8
CCTV1,http://222.134.245.16:9901/tsfile/live/0001_1.m3u8
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
CCTV1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8
CCTV1,http://61.156.228.12:8154/tsfile/live/0001_1.m3u8
CCTV1,http://115.190.105.236:5566/live/cctv1?token=OK
CCTV1,http://101.66.199.230:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://106.53.99.30/tv/20250717.php?id=0001
CCTV1,http://106.53.99.30/tv/api.php?id=cctv1
CCTV1,http://106.53.99.30/tv/jzb.php?id=cctv1
CCTV1,http://39.164.174.139:5000/nl.m3u8?id=CCTV-1HD
CCTV1,http://171.15.18.199:8180/TV00000000000000000001@HHZT
CCTV1,http://n1.gzbody.com:85/rtp/239.77.0.86:5146
CCTV1,http://n1.gzbody.com:85/rtp/239.77.0.14:5146
CCTV1,http://n1.gzbody.com:85/rtp/239.77.0.119:5146
CCTV1,http://n1.gzbody.com:85/rtp/239.77.0.129:5146
CCTV1,http://n1.gzbody.com:85/rtp/239.77.1.17:5146
CCTV1,http://n1.gzbody.com:85/rtp/239.77.1.144:5146
CCTV1,http://n1.gzbody.com:85/rtp/239.77.1.76:5146
CCTV1,http://n1.gzbody.com:85/rtp/239.77.0.30:5146
CCTV1,http://8.138.7.223/tv/migu2.php?id=1
CCTV1,http://8.138.7.223/tv/migu3.php?id=cctv1
CCTV1,http://bailudz.top:1236/111/hahahaha.php?id=cctv1
CCTV1,http://60.29.124.66:6080/hls/12/index.m3u8
CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
CCTV1,http://113.64.146.99:9901/hls/18/index.m3u8
CCTV1,http://112.46.105.20:8009/hls/501/index.m3u8
CCTV1,https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8
CCTV1,http://106.52.196.79:80/TV/mui.php?id=cctv1
CCTV1,https://migu.188766.xyz/?migutoken=95eaeaaac142b19170f73591e10bb300&id=CCTV1&pp=1
CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://61.156.228.12:8154/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
CCTV1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://36.105.100.208:35455/gaoma/cctv1.m3u8
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8
CCTV1,http://111.14.181.15:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://1b6467f415.iok.la:9931/tsfile/live/1020_1.m3u8
CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,https://stream1.freetv.fun/2ad5af5d9a8d7243c8d9c7422ee6cf76bad9ac2c1e157bc9f199423fb5ed4845.m3u8
CCTV1,https://stream1.freetv.fun/f8b77654ee5202e90044771d42c97306dee3fac5acd35b60e23652873790de01.m3u8
CCTV1,https://stream1.freetv.fun/8973ff67af3f7c2d22cdf2a379e20b1bc812e963bfb3fd4bccf5a85c4953d022.m3u8
CCTV1,https://stream1.freetv.fun/0905e6f82d72f6c6a745f5f5bf328779cb3348751e044b96934fff521f5d97a5.m3u8
CCTV1,https://stream1.freetv.fun/32f2971092f2d6d62d14ecf5b7fec403c96200d3d03e70c6bc7deb2f66cf9fbb.m3u8
CCTV1,https://stream1.freetv.fun/ce5384774a118c8eccc8a7402ba31e40b0fd0e08e06a0220c0043cfca4400c14.m3u8
CCTV1,https://stream1.freetv.fun/9f70f5d60b14bb1ef93886f17fa8f20f55f4a36ac45206f6c5a5bf9654d6e4fb.m3u8
CCTV1,https://stream1.freetv.fun/2622897affd8a1c93ab36252984ab0e499d1e4a6fc76b87e6ef8039de3f2e642.m3u8
CCTV1,https://stream1.freetv.fun/354e2e055127bbf43693aa848d84f93f5bcc517472a8858f188f313dbf157f51.m3u8
